accver	title	taxid	species	type	P	H	F	date	ac0	ac1	ac2	ac3	ac4	latitude	longitude	collection_date	country
LC177352.1	Human mastadenovirus B strain HAdV-B/JPN/T150125/2015/79[P11H34F11], complete genome	108098	B	079	011	034	011	2015-01-08	JP	07	?	?	?	-30.40	-64.12	2015-01-08	Japan:Fukuoka, Tatara river
KF906413.1	Human adenovirus 11+34 strain IC763, complete genome	1461395	B	079	011	034	011	2010-08-24	KR	?	?	?	?	35.00	105.00	24-Aug-2010	South Korea
KY618679.1	Human mastadenovirus D isolate human/DEU/Berlin/2014/80[P19/23H28F22], complete genome	130310	D	080	022	028	022	2014-01-01	DE	?	?	?	?	54.76	-2.70	2014	Germany
AB765926.1	Human adenovirus 81 DNA, complete genome, strain: Chiba_E086/2012	1972755	D	081	065	048	060	2012-01-01	?	?	?	?	?	?	?	NA	NA
LC066535.1	Human mastadenovirus D DNA, complete genome, strain: human/JPN/OIPH23/2011/82[P56H15F37]	130310	D	082	056	015	037	2011-01-01	JP	32	?	?	?	39.87	-104.34	2011	Japan: Osaka
KX827426.1	Human mastadenovirus D strain human/PAR/Py52A/2010/83[P83H9F15], complete genome	130310	D	083	083	009	015	2010-07-12	PY	?	?	?	?	38.28	-112.64	12-Jul-2010	Paraguay
MF416150.1	Human mastadenovirus D strain Hu/PAN/P309886/2011/84 [P43H17F84], complete genome	130310	D	084	043	017	084	2011-01-01	PA	?	?	?	?	44.64	-123.11	2011	Panama
LC314153.1	Human mastadenovirus D DNA, complete genome, isolate: Kumamoto_20151587_JPN	130310	D	085	037	019	008	2015-12-09	JP	21	?	?	?	42.48	-78.38	2015-12-09	Japan:Kumamoto
KX868297.2	Human adenovirus 86 isolate GyK018, complete genome	2461378	D	086	009	025	025	1978-01-01	SE	?	?	?	?	32.60	130.34	1978	Sweden
MF476841.1	Human mastadenovirus D strain human/USA/MEE-KIPA/1967/87[P9H15F25], complete genome	130310	D	087	009	015	025	1967-01-01	US	?	?	?	?	64.00	26.00	NA	NA
MF476843.1	Human mastadenovirus D strain human/USA/MEE-TIER/1967/87[P9H15F25], complete genome	130310	D	087	009	015	025	1967-01-01	US	?	?	?	?	64.00	26.00	NA	NA
MF476844.1	Human mastadenovirus D strain human/USA/MEE-TWSC/1964/87[P9H15F25], complete genome	130310	D	087	009	015	025	1964-01-01	US	?	?	?	?	64.00	26.00	NA	NA
MF476842.1	Human mastadenovirus D strain human/USA/MEE-MOLD/1963/88[P88H15F9], complete genome	130310	D	088	088	015	009	1963-01-01	US	?	?	?	?	64.00	26.00	NA	NA
MH121097.1	Human mastadenovirus C strain 29C2, partial genome	129951	C	089	089	002	002	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
KF268208.1	Human mastadenovirus D strain human/DEU/HEIM_00093/X/91[P37H37F17], complete genome	130310	D	091	037	037	017	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
KF268325.1	Human mastadenovirus D strain human/DEU/HEIM_00090/1986/92[P92H32F27], complete genome	130310	D	092	092	032	027	1986-05-20	DE	?	?	?	?	54.76	-2.70	20-May-1986	Germany
KF268334.1	Human mastadenovirus D strain human/DEU/HEIM_00094/1988/93[P28H37F38], complete genome	130310	D	093	028	037	038	1988-03-28	DE	?	?	?	?	54.76	-2.70	28-Mar-1988	Germany
KF268201.1	Human mastadenovirus D strain human/DEU/HEIM_00080/1982/94[P33H15F9], complete genome	130310	D	094	033	015	009	1982-05-11	DE	?	?	?	?	54.76	-2.70	11-May-1982	Germany
KF268206.1	Human mastadenovirus D strain human/DEU/HEIM_00100/1984/95[P95H9F15], complete genome	130310	D	095	095	009	015	1984-04-10	DE	?	?	?	?	54.76	-2.70	10-Apr-1984	Germany
KF268327.1	Human mastadenovirus D strain human/DEU/HEIM_00089/1988/96[P23H32F62], complete genome	130310	D	096	023	032	062	1988-05-26	DE	?	?	?	?	54.76	-2.70	26-May-1988	Germany
KF268320.1	Human mastadenovirus D strain human/DEU/HEIM_00087/1987/97[P67H28F60], complete genome	130310	D	097	067	028	060	1987-12-14	DE	?	?	?	?	54.76	-2.70	14-Dec-1987	Germany
KF268332.1	Human mastadenovirus D strain human/DEU/HEIM_00099/1986/98[P98H46F9], complete genome	130310	D	098	098	046	009	1986-04-07	DE	?	?	?	?	54.76	-2.70	07-Apr-1986	Germany
KF268211.1	Human mastadenovirus D strain human/DEU/HEIM_00098/1987/99[P9H46F39], complete genome	130310	D	099	009	046	039	1987-04-10	DE	?	?	?	?	54.76	-2.70	10-Apr-1987	Germany
KF268330.1	Human mastadenovirus D strain human/DEU/HEIM_00083/1986/100[P100H17F30], complete genome	130310	D	100	100	017	030	1986-03-08	DE	?	?	?	?	54.76	-2.70	08-Mar-1986	Germany
KF268324.1	Human mastadenovirus D strain human/DEU/HEIM_00095/1988/101[P101H37F45], complete genome	130310	D	101	101	037	045	1988-01-01	DE	?	?	?	?	54.76	-2.70	1988	Germany
KF268312.1	Human mastadenovirus D strain human/DEU/HEIM_00096/1984/102[P102H38F30], complete genome	130310	D	102	102	038	030	1984-02-06	DE	?	?	?	?	54.76	-2.70	06-Feb-1984	Germany
KF268322.1	Human mastadenovirus D strain human/DEU/HEIM_00091/1986/103[P103H33F30], complete genome	130310	D	103	103	033	030	1986-05-20	DE	?	?	?	?	54.76	-2.70	20-May-1986	Germany
MK570618.1	UNVERIFIED: Human adenovirus sp. isolate M32/TS/CHN/2019, complete genome	1907210	?	?	?	?	?	2019-02-16	CN	?	?	?	?	25.00	45.00	16-Feb-2019	China
MK570619.1	UNVERIFIED: Human adenovirus sp. isolate S179/TS/CHN/2019, complete genome	1907210	?	?	?	?	?	2019-02-16	CN	?	?	?	?	25.00	45.00	16-Feb-2019	China
MH256657.1	UNVERIFIED: Human adenovirus 55 isolate DYN, complete genome	714978	?	?	?	?	?	2018-03-03	CN	?	?	?	?	25.00	45.00	03-Mar-2018	China
MH256655.1	UNVERIFIED: Human adenovirus 55 isolate 1804001, complete genome	714978	?	?	?	?	?	2018-02-13	CN	?	?	?	?	25.00	45.00	13-Feb-2018	China
MH256656.1	UNVERIFIED: Human adenovirus 55 isolate 1806003, complete genome	714978	?	?	?	?	?	2018-02-13	CN	?	?	?	?	25.00	45.00	13-Feb-2018	China
MH256653.1	UNVERIFIED: Human adenovirus 55 isolate 24-1, complete genome	714978	?	?	?	?	?	2018-02-12	CN	?	?	?	?	25.00	45.00	12-Feb-2018	China
MH256654.1	UNVERIFIED: Human adenovirus 55 isolate 24-2, complete genome	714978	?	?	?	?	?	2018-02-12	CN	?	?	?	?	25.00	45.00	12-Feb-2018	China
MK241690.1	Human adenovirus sp. isolate DT5, complete genome	1907210	?	?	?	?	?	2017-05-22	CN	?	1402	?	?	60.11	-113.64	22-May-2017	China: Datong
MN088492.1	Human mastadenovirus C isolate GD4163, partial genome	129951	?	?	?	?	?	2017-05-10	CN	?	?	?	?	25.00	45.00	10-May-2017	China
MH558113.1	Human mastadenovirus C strain human/CHN/GD2467/2017/87'[P1H1F2], complete genome	129951	?	?	?	?	?	2017-04-10	CN	?	?	?	?	25.00	45.00	10-Apr-2017	China
MH574893.1	UNVERIFIED: Human mastadenovirus D strain human/BGD/Dhaka/2017/90[P33H27F67] genomic sequence	130310	?	?	?	?	?	2017-01-01	BD	?	?	?	?	39.76	-98.50	2017	Bangladesh
KY002684.1	UNVERIFIED: Human adenovirus isolate Sichuan/SF04/2016, complete genome	1907210	?	?	?	?	?	2016-05-24	CN	?	?	?	?	25.00	45.00	24-May-2016	China
MK357715.1	Human adenovirus sp. isolate DT-4, complete genome	1907210	?	?	?	?	?	2016-05-05	CN	?	?	?	?	25.00	45.00	05-May-2016	China
KY002683.1	UNVERIFIED: Human adenovirus isolate Tibet/LS89/2016, complete genome	1907210	?	?	?	?	?	2016-01-26	CN	?	?	?	?	25.00	45.00	26-Jan-2016	China
LC504573.1	Human mastadenovirus C K67-339 DNA, complete genome	129951	?	?	?	?	?	2016-01-01	JP	?	?	?	?	53.96	-1.09	2016	Japan
MG872075.1	UNVERIFIED: Human mastadenovirus A strain human/UK/GOSH_2011_Adv31/ sequence	129875	?	?	?	?	?	2016-01-01	GB	ENG	?	?	?	39.76	-98.50	2016	United Kingdom: London
MN628614.1	Human mastadenovirus C isolate 245-Araguaina, complete genome	129951	?	?	?	?	?	2015-10-12	BR	?	?	?	?	39.76	-98.50	12-Oct-2015	Brazil
MN628615.1	Human mastadenovirus C isolate 211-Carolina-MA, complete genome	129951	?	?	?	?	?	2015-08-14	BR	?	?	?	?	39.76	-98.50	14-Aug-2015	Brazil
MK888693.1	UNVERIFIED: Human mastadenovirus C isolate Human/China/Shanghai/6259/2014/2[P1H2F2], complete genome	129951	?	?	?	?	?	2014-03-06	CN	?	?	?	?	25.00	45.00	06-Mar-2014	China
MN011575.1	Human mastadenovirus B isolate SH6220, complete genome	108098	?	?	?	?	?	2014-02-10	CN	?	?	?	?	25.00	45.00	10-Feb-2014	China
MK905735.1	Human mastadenovirus C isolate Human/China/Shanghai/5657/2013/2[P1H2F2], complete genome	129951	?	?	?	?	?	2013-08-09	CN	?	?	?	?	25.00	45.00	09-Aug-2013	China
MF315029.1	Human mastadenovirus C isolate human/CHN/BJ09/2013/[P1/H2/F2], complete genome	129951	?	?	?	?	?	2013-03-16	CN	?	?	?	?	25.00	45.00	16-Mar-2013	China
KF951595.1	Human adenovirus C strain DD28, complete genome	129951	?	?	?	?	?	2013-02-23	CN	?	?	?	?	25.00	45.00	23-Feb-2013	China
MF315028.1	Human mastadenovirus C isolate human/CHN/BJ04/2012/[P1/H2/F2], complete genome	129951	?	?	?	?	?	2012-11-07	CN	?	?	?	?	25.00	45.00	07-Nov-2012	China
KF302429.1	UNVERIFIED: Human mastadenovirus D isolate LN2012-14, complete genome	130310	?	?	?	?	?	2012-11-06	CN	?	?	?	?	25.00	45.00	06-Nov-2012	China
KM190941.1	Human mastadenovirus C isolate VIROAF12, partial genome	129951	?	?	?	?	?	2012-10-19	TH	?	?	?	?	39.76	-98.50	19-Oct-2012	Thailand
MK883607.1	Human mastadenovirus C isolate Human/China/Shanghai/3987/2012/2[P1H2F2], complete genome	129951	?	?	?	?	?	2012-03-09	CN	?	?	?	?	25.00	45.00	09-Mar-2012	China
LC504572.1	Human mastadenovirus C K19-85 DNA, complete genome	129951	?	?	?	?	?	2012-01-01	JP	?	?	?	?	53.96	-1.09	2012	Japan
MK883605.1	Human mastadenovirus C isolate Human/China/Shanghai/3759/2011/2[P1H2F2], complete genome	129951	?	?	?	?	?	2011-10-25	CN	?	?	?	?	25.00	45.00	25-Oct-2011	China
MK847516.1	UNVERIFIED: Human mastadenovirus B isolate Human/Shanghai/Shanghai/3447/2011/7[P7H7F7], complete genome	108098	?	?	?	?	?	2011-06-28	CN	?	?	?	?	25.00	45.00	28-Jun-2011	China
KF268212.1	Human adenovirus B strain human/IND/MEEI_00062/2011/3[P7H3F3], complete genome	108098	?	?	?	?	?	2011-04-06	IN	25	?	?	?	39.76	-98.50	06-Apr-2011	India: Tamil Nadu
KF268210.1	Human adenovirus B strain human/IND/MEEI_00057/2011/3[P7H3F3], complete genome	108098	?	?	?	?	?	2011-04-01	IN	25	?	?	?	39.76	-98.50	Apr-2011	India: Tamil Nadu
MK174992.1	Human mastadenovirus D isolate BCCDC/Vancouver/2010, complete genome	130310	?	?	?	?	?	2010-08-01	CA	?	?	?	?	31.75	-81.75	Aug-2010	Canada
KJ626291.1	Human mastadenovirus D isolate 21-10-vt10230, complete genome	130310	?	?	?	?	?	2010-01-01	US	?	?	?	?	64.00	26.00	2010	USA
KJ626292.1	Human mastadenovirus D isolate 21-10-VT9763, complete genome	130310	?	?	?	?	?	2010-01-01	US	?	?	?	?	64.00	26.00	2010	USA
MK809510.1	UNVERIFIED: Human mastadenovirus B isolate Human/China/Shanghai/190/P7H7F7/2009, complete genome	108098	?	?	?	?	?	2009-06-12	CN	?	?	?	?	25.00	45.00	12-Jun-2009	China
KR699642.1	Human mastadenovirus C strain CBJ113, complete genome	129951	?	?	?	?	?	2009-01-20	CN	?	?	?	?	25.00	45.00	20-Jan-2009	China
KF268199.1	Human adenovirus C strain human/USA/UFL_Adv5/2008/5[P2/H5/F5], complete genome	129951	?	?	?	?	?	2008-02-01	US	CT	?	?	?	35.00	105.00	Feb-2008	USA: Connecticut
KF268311.1	Human adenovirus B strain human/CHN/Ad4/2007/NEW[P3H3F7], complete genome	108098	?	?	?	?	?	2007-01-01	CN	30	?	?	?	60.11	-113.64	01-Jan-2007	China: Guangzhou
KF268323.1	UNVERIFIED: Human adenovirus D strain human/USA/UFL_Adv19/2005/64[P64H64F64] genomic sequence	130310	?	?	?	?	?	2005-09-01	US	TN	?	?	?	34.05	-118.24	Sep-2005	USA: Tennessee
KF268126.1	Human adenovirus B strain human/USA/UFL_Adv7h/2005/66[P7H7F3], complete genome	108098	?	?	?	?	?	2005-02-01	US	IA	?	?	?	62.00	15.00	Feb-2005	USA: Iowa
KF268331.1	UNVERIFIED: Human adenovirus C strain human/USA/UFL_Adv1/2005/1[P1H1F1] genomic sequence	129951	?	?	?	?	?	2005-02-01	US	CO	?	?	?	15.50	101.00	Feb-2005	USA: Colorado
MK165453.1	Human mastadenovirus C isolate SX-2004-327, complete genome	129951	?	?	?	?	?	2004-12-25	CN	?	?	?	?	25.00	45.00	25-Dec-2004	China
MK165452.1	Human mastadenovirus C isolate SX-2000-140, complete genome	129951	?	?	?	?	?	2000-07-05	CN	?	?	?	?	25.00	45.00	05-Jul-2000	China
KJ194501.1	UNVERIFIED: Human adenovirus D isolate Adenovirus_Amsterdam_1995, partial genome	130310	?	?	?	?	?	1995-01-30	NL	?	?	?	?	39.42	-74.49	30-Jan-1995	Netherlands
KJ194509.1	Human adenovirus D isolate Adenovirus_Amsterdam_1993, partial genome	130310	?	?	?	?	?	1993-01-11	NL	?	?	?	?	39.42	-74.49	11-Jan-1993	Netherlands
KF268313.1	Human adenovirus D strain human/USA/Pitts_00150/1992/NEW[P26H56F56], complete genome	130310	?	?	?	?	?	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF429750.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00110/1992/NEW[P26H56F56] genomic sequence	130310	?	?	?	?	?	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF429747.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00114/1992/NEW[P26H56F56] genomic sequence	130310	?	?	?	?	?	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF429745.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00115/1992/NEW[P9H22F44] genomic sequence	130310	?	?	?	?	?	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF429749.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00131/1992/8[P8H8F8] genomic sequence	130310	?	?	?	?	?	1992-01-01	US	PA	003	?	?	34.05	-118.24	1992	USA: Pittsburgh, Pennsylvania
KF268118.1	Human adenovirus D strain human/USA/CL_48/1991/8[P8/H8F/F53], complete genome	130310	?	?	?	?	?	1991-01-01	US	PA	003	?	?	34.05	-118.24	1991	USA: Pittsburgh, Pennsylvania
KF268198.1	Human adenovirus D strain human/USA/CL_49/1991/8[P8/H8/F53], complete genome	130310	?	?	?	?	?	1991-01-01	US	PA	003	?	?	34.05	-118.24	1991	USA: Pittsburgh, Pennsylvania
KF429746.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00121/1991/8[P8H8F8] genomic sequence	130310	?	?	?	?	?	1991-01-01	US	PA	003	?	?	34.05	-118.24	1991	USA: Pittsburgh, Pennsylvania
KF429743.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00134/1991/8[P8H8F8] genomic sequence	130310	?	?	?	?	?	1991-01-01	US	PA	003	?	?	34.05	-118.24	1991	USA: Pittsburgh, Pennsylvania
KF429753.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00119/1989/8[P8H8F8] genomic sequence	130310	?	?	?	?	?	1989-01-01	US	PA	003	?	?	34.05	-118.24	1989	USA: Pittsburgh, Pennsylvania
KF268326.1	Human adenovirus D strain human/DEU/HEIM_00084/1988/NEW[P29H17F30], partial genome	130310	?	?	?	?	?	1988-05-20	DE	?	?	?	?	54.76	-2.70	20-May-1988	Germany
KF268132.1	Human adenovirus B strain human/USA/CL_45/1988/3[P3H7F3], complete genome	108098	?	?	?	?	?	1988-01-01	US	PA	003	?	?	34.05	-118.24	1988	USA: Pittsburgh, Pennsylvania
KF429748.1	UNVERIFIED: Human adenovirus B strain human/USA/Pitts_00102/1988/7[P7H7F7] genomic sequence	108098	?	?	?	?	?	1988-01-01	US	PA	003	?	?	34.05	-118.24	1988	USA: Pittsburgh, Pennsylvania
KF429752.1	UNVERIFIED: Human adenovirus B strain human/USA/Pitts_00112/1988/NEW[P3H3F7] genomic sequence	108098	?	?	?	?	?	1988-01-01	US	PA	003	?	?	34.05	-118.24	1988	USA: Pittsburgh, Pennsylvania
KF429744.1	UNVERIFIED: Human adenovirus C strain human/USA/Pitts_00107/1988/1[P1H1F1] genomic sequence	129951	?	?	?	?	?	1988-01-01	US	PA	003	?	?	34.05	-118.24	1988	USA: Pittsburgh, Pennsylvania
JN860679.1	Human adenovirus 3+7 strain Takeuchi, complete genome	260047	?	?	?	?	?	1958-01-01	JP	?	?	?	?	53.96	-1.09	1958	Japan
NC_001405.1	Human adenovirus C, complete genome	129951	?	?	?	?	?	?	?	?	?	?	?	?	?	NA	NA
AB562588.1	Human adenovirus D DNA, complete genome, isolate: 2307-S	130310	?	?	?	?	?	?	?	?	?	?	?	?	?	NA	NA
MH121079.1	Human mastadenovirus C strain 10C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121080.1	Human mastadenovirus C strain 11C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121081.1	Human mastadenovirus C strain 12C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121082.1	Human mastadenovirus C strain 13C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121083.1	Human mastadenovirus C strain 14C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121084.1	Human mastadenovirus C strain 15C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121085.1	Human mastadenovirus C strain 16C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121086.1	Human mastadenovirus C strain 17C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121087.1	Human mastadenovirus C strain 18C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121088.1	Human mastadenovirus C strain 19C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121089.1	Human mastadenovirus C strain 20C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121090.1	Human mastadenovirus C strain 21C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121091.1	Human mastadenovirus C strain 22C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121092.1	Human mastadenovirus C strain 23C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121093.1	Human mastadenovirus C strain 24C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121095.1	Human mastadenovirus C strain 26C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121096.1	Human mastadenovirus C strain 27C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121070.1	Human mastadenovirus C strain 2C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121098.1	Human mastadenovirus C strain 30C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121099.1	Human mastadenovirus C strain 31C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121100.1	Human mastadenovirus C strain 32C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121101.1	Human mastadenovirus C strain 33C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121102.1	Human mastadenovirus C strain 34C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121103.1	Human mastadenovirus C strain 35C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121104.1	Human mastadenovirus C strain 36C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121105.1	Human mastadenovirus C strain 37C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121106.1	Human mastadenovirus C strain 38C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121108.1	Human mastadenovirus C strain 41C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121109.1	Human mastadenovirus C strain 42C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121110.1	Human mastadenovirus C strain 43C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121111.1	Human mastadenovirus C strain 44C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121114.1	Human mastadenovirus C strain 47C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121073.1	Human mastadenovirus C strain 4C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121116.1	Human mastadenovirus C strain 50C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121117.1	Human mastadenovirus C strain 51C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121074.1	Human mastadenovirus C strain 5C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121075.1	Human mastadenovirus C strain 6C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121076.1	Human mastadenovirus C strain 7C1, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121077.1	Human mastadenovirus C strain 8C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121078.1	Human mastadenovirus C strain 9C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MF681662.1	Human mastadenovirus C strain HAdV-5var, complete genome	129951	?	?	?	?	?	?	?	?	?	?	?	?	?	NA	NA
MH634393.1	UNVERIFIED: Human adenovirus D8 isolate YN/7/2018, complete genome	31545	?	?	?	?	?	2018-01-01	CN	?	?	?	?	25.00	45.00	NA	China: Yunnan Province
MH121072.1	UNVERIFIED: Human mastadenovirus C strain 1C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121107.1	UNVERIFIED: Human mastadenovirus C strain 39C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121071.1	UNVERIFIED: Human mastadenovirus C strain 3C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121118.1	UNVERIFIED: Human mastadenovirus C strain 40C5, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121115.1	UNVERIFIED: Human mastadenovirus C strain 48C2, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
MH121119.1	UNVERIFIED: Human mastadenovirus C strain 49C5, partial genome	129951	?	?	?	?	?	?	DE	?	?	?	?	54.76	-2.70	NA	Germany
